taxonID,description,type,language
alien-flora-congo-checklist:taxon:c1d69525c98af518e4612130154762fa,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:c3087e87ca5a4a5c83a04fd3f3c0062f,America,native range,en
alien-flora-congo-checklist:taxon:c3087e87ca5a4a5c83a04fd3f3c0062f,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:c4152a5bbee1a629b7c0584feaf84b33,America,native range,en
alien-flora-congo-checklist:taxon:c4152a5bbee1a629b7c0584feaf84b33,Shrub,life form,en
alien-flora-congo-checklist:taxon:c4b0a0e31371223dfdc0e5c0b3502ce3,America,native range,en
alien-flora-congo-checklist:taxon:c4b0a0e31371223dfdc0e5c0b3502ce3,Annual herb,life form,en
alien-flora-congo-checklist:taxon:c4ff02cefb8531dad06fee1874785077,America,native range,en
alien-flora-congo-checklist:taxon:c4ff02cefb8531dad06fee1874785077,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:c60caf2463b5989d555b2c4aeeeeef91,Asia,native range,en
alien-flora-congo-checklist:taxon:c60caf2463b5989d555b2c4aeeeeef91,Shrub,life form,en
alien-flora-congo-checklist:taxon:c67023e4c26d89c24a6deab0e026da7a,America,native range,en
alien-flora-congo-checklist:taxon:c67023e4c26d89c24a6deab0e026da7a,Annual herb,life form,en
alien-flora-congo-checklist:taxon:c72702581fa96537cd6ebc522f38fb38,America,native range,en
alien-flora-congo-checklist:taxon:c72702581fa96537cd6ebc522f38fb38,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:c86edf9688b1cc083c8479a1821279bc,America,native range,en
alien-flora-congo-checklist:taxon:c86edf9688b1cc083c8479a1821279bc,Annual herb,life form,en
alien-flora-congo-checklist:taxon:ca00780f2b7e217d785ecb8e693ec2dc,America,native range,en
alien-flora-congo-checklist:taxon:ca00780f2b7e217d785ecb8e693ec2dc,Climber,life form,en
alien-flora-congo-checklist:taxon:caa68547c68bbd5989e168d87095396b,America,native range,en
alien-flora-congo-checklist:taxon:caa68547c68bbd5989e168d87095396b,Annual herb,life form,en
alien-flora-congo-checklist:taxon:cd482474ee8be3403968771167c36080,America,native range,en
alien-flora-congo-checklist:taxon:cd482474ee8be3403968771167c36080,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:cd843c31448b4a53180bf6a752ecc5b7,America,native range,en
alien-flora-congo-checklist:taxon:cd843c31448b4a53180bf6a752ecc5b7,Climber,life form,en
alien-flora-congo-checklist:taxon:ce4eb2d49ed4e96e73cd130f1e935c29,America,native range,en
alien-flora-congo-checklist:taxon:ce4eb2d49ed4e96e73cd130f1e935c29,Shrub,life form,en
alien-flora-congo-checklist:taxon:cf303a597aded9db764eac31ee42cab3,America,native range,en
alien-flora-congo-checklist:taxon:cf303a597aded9db764eac31ee42cab3,Annual herb,life form,en
alien-flora-congo-checklist:taxon:cf42c86ee1e47877106023833a67db60,America,native range,en
alien-flora-congo-checklist:taxon:cf42c86ee1e47877106023833a67db60,Shrub,life form,en
alien-flora-congo-checklist:taxon:cfac5215daa5311f8c724ca977d0fe29,America,native range,en
alien-flora-congo-checklist:taxon:cfac5215daa5311f8c724ca977d0fe29,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:d07c7abc32f6b7dc0c6003c1713cf4ec,America,native range,en
alien-flora-congo-checklist:taxon:d07c7abc32f6b7dc0c6003c1713cf4ec,Shrub,life form,en
alien-flora-congo-checklist:taxon:d2457bc79622bfaec3aeae6b5af91dae,Multiple,native range,en
alien-flora-congo-checklist:taxon:d2457bc79622bfaec3aeae6b5af91dae,Tree,life form,en
alien-flora-congo-checklist:taxon:d2697b3a7a891b84343ddb10c4e36616,Asia,native range,en
alien-flora-congo-checklist:taxon:d2697b3a7a891b84343ddb10c4e36616,Annual herb,life form,en
alien-flora-congo-checklist:taxon:d44197ab3eaa38bdb90607781d8dc468,America,native range,en
alien-flora-congo-checklist:taxon:d44197ab3eaa38bdb90607781d8dc468,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:d4baad07ebd0c2e3a0092cb9d68b9041,America,native range,en
alien-flora-congo-checklist:taxon:d4baad07ebd0c2e3a0092cb9d68b9041,Annual herb,life form,en
alien-flora-congo-checklist:taxon:d4c3c1cede7615b996db4c380e42671b,America,native range,en
alien-flora-congo-checklist:taxon:d4c3c1cede7615b996db4c380e42671b,Annual herb,life form,en
alien-flora-congo-checklist:taxon:d5a1bd8442f3389a169965f40ec69dc1,America,native range,en
alien-flora-congo-checklist:taxon:d5a1bd8442f3389a169965f40ec69dc1,Annual herb,life form,en
alien-flora-congo-checklist:taxon:d608445dd4a5a508c242d0006ae0f1b6,America,native range,en
alien-flora-congo-checklist:taxon:d608445dd4a5a508c242d0006ae0f1b6,Annual herb,life form,en
alien-flora-congo-checklist:taxon:d688e4b88fa5d3f550c6083dccd771dc,America,native range,en
alien-flora-congo-checklist:taxon:d688e4b88fa5d3f550c6083dccd771dc,Shrub,life form,en
alien-flora-congo-checklist:taxon:d6e9fead0be0861a3e28196abe5ffe34,America,native range,en
alien-flora-congo-checklist:taxon:d6e9fead0be0861a3e28196abe5ffe34,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:d70f4684182092528439d0cc4a08edc9,Asia,native range,en
alien-flora-congo-checklist:taxon:d70f4684182092528439d0cc4a08edc9,Annual herb,life form,en
alien-flora-congo-checklist:taxon:d75532adf308cb3b8c0e7881c10613b8,America,native range,en
alien-flora-congo-checklist:taxon:d75532adf308cb3b8c0e7881c10613b8,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:d76ca1ca189e43c83a7b75e0eae2f50b,America,native range,en
alien-flora-congo-checklist:taxon:d76ca1ca189e43c83a7b75e0eae2f50b,Climber,life form,en
alien-flora-congo-checklist:taxon:d7838f2b2b05db8820c35237226ec72c,America,native range,en
alien-flora-congo-checklist:taxon:d7838f2b2b05db8820c35237226ec72c,Annual herb,life form,en
alien-flora-congo-checklist:taxon:d80ce3238c4364192a36be6a1bbfc6eb,Africa,native range,en
alien-flora-congo-checklist:taxon:d80ce3238c4364192a36be6a1bbfc6eb,Annual herb,life form,en
alien-flora-congo-checklist:taxon:d815dbae922a6bf6f0812f89e77b225c,Asia,native range,en
alien-flora-congo-checklist:taxon:d815dbae922a6bf6f0812f89e77b225c,Annual herb,life form,en
alien-flora-congo-checklist:taxon:d8a62bfbab3cf860dd3b309d971a9d9a,America,native range,en
alien-flora-congo-checklist:taxon:d8a62bfbab3cf860dd3b309d971a9d9a,Annual herb,life form,en
alien-flora-congo-checklist:taxon:d9add5904eaf7a3ac8af87b271c074aa,Africa,native range,en
alien-flora-congo-checklist:taxon:d9add5904eaf7a3ac8af87b271c074aa,Annual herb,life form,en
alien-flora-congo-checklist:taxon:d9be4c2f4d57cf5837993d0f730f18b9,Africa,native range,en
alien-flora-congo-checklist:taxon:d9be4c2f4d57cf5837993d0f730f18b9,Annual herb,life form,en
alien-flora-congo-checklist:taxon:d9ce124fabb486e11ef446947c61cb98,America,native range,en
alien-flora-congo-checklist:taxon:d9ce124fabb486e11ef446947c61cb98,Shrub,life form,en
alien-flora-congo-checklist:taxon:d9dc1a77c9a435f4e246182b189a0470,Multiple,native range,en
alien-flora-congo-checklist:taxon:d9dc1a77c9a435f4e246182b189a0470,Annual herb,life form,en
alien-flora-congo-checklist:taxon:da5d8a5947586b0b56b9a0d6f292b9eb,Asia,native range,en
alien-flora-congo-checklist:taxon:da5d8a5947586b0b56b9a0d6f292b9eb,Annual herb,life form,en
alien-flora-congo-checklist:taxon:da69dd6704155f8084c7d218b801c9a7,America,native range,en
alien-flora-congo-checklist:taxon:da69dd6704155f8084c7d218b801c9a7,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:da6ed8533c4d46403fefe7a4a21115c3,Multiple,native range,en
alien-flora-congo-checklist:taxon:da6ed8533c4d46403fefe7a4a21115c3,Annual herb,life form,en
alien-flora-congo-checklist:taxon:db4bff83816878d8c91683253a5103a8,America,native range,en
alien-flora-congo-checklist:taxon:db4bff83816878d8c91683253a5103a8,Tree,life form,en
alien-flora-congo-checklist:taxon:db5d39f13e0f017cc14003b6c7202975,Multiple,native range,en
alien-flora-congo-checklist:taxon:db5d39f13e0f017cc14003b6c7202975,Annual herb,life form,en
alien-flora-congo-checklist:taxon:db6f1955c9a81a979377c074595d3067,America,native range,en
alien-flora-congo-checklist:taxon:db6f1955c9a81a979377c074595d3067,Annual herb,life form,en
alien-flora-congo-checklist:taxon:dbd11e498de1f3379676cfc76fb70262,Oceania,native range,en
alien-flora-congo-checklist:taxon:dbd11e498de1f3379676cfc76fb70262,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:dc6c1a359facd6190f7be3167049f052,America,native range,en
alien-flora-congo-checklist:taxon:dc6c1a359facd6190f7be3167049f052,Annual herb,life form,en
alien-flora-congo-checklist:taxon:dc87ed64197f035d2c9b8e1f5f7514bb,America,native range,en
alien-flora-congo-checklist:taxon:dc87ed64197f035d2c9b8e1f5f7514bb,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:dcae9cf37d09bf9ee07980676b0c53b1,America,native range,en
alien-flora-congo-checklist:taxon:dcae9cf37d09bf9ee07980676b0c53b1,Climber,life form,en
alien-flora-congo-checklist:taxon:dd53985cc48feef5a4377b8ce89fc9d0,America,native range,en
alien-flora-congo-checklist:taxon:dd53985cc48feef5a4377b8ce89fc9d0,Annual herb,life form,en
alien-flora-congo-checklist:taxon:de2937e56e52bcef65989ef2cecfcf03,Multiple,native range,en
alien-flora-congo-checklist:taxon:de2937e56e52bcef65989ef2cecfcf03,Annual herb,life form,en
alien-flora-congo-checklist:taxon:de3b54e5e63b812a6e0f7a891cda1775,Africa,native range,en
alien-flora-congo-checklist:taxon:de3b54e5e63b812a6e0f7a891cda1775,Annual herb,life form,en
alien-flora-congo-checklist:taxon:deefa5f1a98f4c54ab36927e6d8f838e,America,native range,en
alien-flora-congo-checklist:taxon:deefa5f1a98f4c54ab36927e6d8f838e,Tree,life form,en
alien-flora-congo-checklist:taxon:e08e83cabad0fb4ddace4ee952a3a91e,America,native range,en
alien-flora-congo-checklist:taxon:e08e83cabad0fb4ddace4ee952a3a91e,Annual herb,life form,en
alien-flora-congo-checklist:taxon:e2119094b734018329d5890d390754b7,Asia,native range,en
alien-flora-congo-checklist:taxon:e2119094b734018329d5890d390754b7,Tree,life form,en
alien-flora-congo-checklist:taxon:e21916f324fc18dc96d90ad380f348a8,America,native range,en
alien-flora-congo-checklist:taxon:e21916f324fc18dc96d90ad380f348a8,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:e25ebdd26cb3b7631f039fef9ad2811b,Asia,native range,en
alien-flora-congo-checklist:taxon:e25ebdd26cb3b7631f039fef9ad2811b,Annual herb,life form,en
alien-flora-congo-checklist:taxon:e30938399d2ca68699844e9184799fc6,America,native range,en
alien-flora-congo-checklist:taxon:e30938399d2ca68699844e9184799fc6,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:e31de345461b845e6956d8c93f0cb1ce,America,native range,en
alien-flora-congo-checklist:taxon:e31de345461b845e6956d8c93f0cb1ce,Annual herb,life form,en
alien-flora-congo-checklist:taxon:e3653fec33e584d3448a3739b8866670,America,native range,en
alien-flora-congo-checklist:taxon:e3653fec33e584d3448a3739b8866670,Annual herb,life form,en
alien-flora-congo-checklist:taxon:e3a7ca864903fa9ae019def3c57ab4e3,America,native range,en
alien-flora-congo-checklist:taxon:e3a7ca864903fa9ae019def3c57ab4e3,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:e3d4ea100101cb417c13d3f72e037121,Africa,native range,en
alien-flora-congo-checklist:taxon:e3d4ea100101cb417c13d3f72e037121,Climber,life form,en
alien-flora-congo-checklist:taxon:e48728b255acb74c5974a9dbd5531db0,America,native range,en
alien-flora-congo-checklist:taxon:e48728b255acb74c5974a9dbd5531db0,Climber,life form,en
alien-flora-congo-checklist:taxon:e60013bda6c618a8081d3a4deb9e41b8,Asia,native range,en
alien-flora-congo-checklist:taxon:e60013bda6c618a8081d3a4deb9e41b8,Annual herb,life form,en
alien-flora-congo-checklist:taxon:e60529cc2a2ebc0f96b3c6bb6362f634,America,native range,en
alien-flora-congo-checklist:taxon:e60529cc2a2ebc0f96b3c6bb6362f634,Annual herb,life form,en
alien-flora-congo-checklist:taxon:e6097e243e9a9a7a6f34a47e1ba88a9b,America,native range,en
alien-flora-congo-checklist:taxon:e6097e243e9a9a7a6f34a47e1ba88a9b,Climber,life form,en
alien-flora-congo-checklist:taxon:e74acf8609cfb7c491c5a925fa21985e,America,native range,en
alien-flora-congo-checklist:taxon:e74acf8609cfb7c491c5a925fa21985e,Climber,life form,en
alien-flora-congo-checklist:taxon:e7721a219e56c8768a871f5437574e23,Asia,native range,en
alien-flora-congo-checklist:taxon:e7721a219e56c8768a871f5437574e23,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:e791c6cbdaddeb4a308d201da5dc108c,Multiple,native range,en
alien-flora-congo-checklist:taxon:e791c6cbdaddeb4a308d201da5dc108c,Tree,life form,en
alien-flora-congo-checklist:taxon:e7f10d301adedb950b18d7d17d841fa7,America,native range,en
alien-flora-congo-checklist:taxon:e7f10d301adedb950b18d7d17d841fa7,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:e85e186db1a36c83bb5fba1b47f6d5f2,Asia,native range,en
alien-flora-congo-checklist:taxon:e85e186db1a36c83bb5fba1b47f6d5f2,Annual herb,life form,en
alien-flora-congo-checklist:taxon:e937db05e53e742fe4085081b6adb031,America,native range,en
alien-flora-congo-checklist:taxon:e937db05e53e742fe4085081b6adb031,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:eaa85dcc738a5277e3b5400dad2d35ee,America,native range,en
alien-flora-congo-checklist:taxon:eaa85dcc738a5277e3b5400dad2d35ee,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:ebbbccf2310e50cfab3a20a1834f6377,America,native range,en
alien-flora-congo-checklist:taxon:ebbbccf2310e50cfab3a20a1834f6377,Annual herb,life form,en
alien-flora-congo-checklist:taxon:ecc796f1376da40cf0a560efc63c7ab7,Asia,native range,en
alien-flora-congo-checklist:taxon:ecc796f1376da40cf0a560efc63c7ab7,Annual herb,life form,en
alien-flora-congo-checklist:taxon:ecea8ea24d51f13fb80e69f2c349c39b,America,native range,en
alien-flora-congo-checklist:taxon:ecea8ea24d51f13fb80e69f2c349c39b,Annual herb,life form,en
alien-flora-congo-checklist:taxon:ed3387831bff714ec6bbfb8602a154b2,Asia,native range,en
alien-flora-congo-checklist:taxon:ed3387831bff714ec6bbfb8602a154b2,Climber,life form,en
alien-flora-congo-checklist:taxon:ed48bea616f8bcc2ef56fa0091bdeb0e,America,native range,en
alien-flora-congo-checklist:taxon:ed48bea616f8bcc2ef56fa0091bdeb0e,Shrub,life form,en
alien-flora-congo-checklist:taxon:ed4e4df35dadb46996f38b614da21f65,America,native range,en
alien-flora-congo-checklist:taxon:ed4e4df35dadb46996f38b614da21f65,Aquatic,life form,en
alien-flora-congo-checklist:taxon:ee82e7f440b4db8978b5dc76c4a62b98,America,native range,en
alien-flora-congo-checklist:taxon:ee82e7f440b4db8978b5dc76c4a62b98,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:eefea6fd012ff3d75e11e88cea2c8f24,America,native range,en
alien-flora-congo-checklist:taxon:eefea6fd012ff3d75e11e88cea2c8f24,Shrub,life form,en
alien-flora-congo-checklist:taxon:f12af88efd139087e772b05c374f75c5,America,native range,en
alien-flora-congo-checklist:taxon:f12af88efd139087e772b05c374f75c5,Shrub,life form,en
alien-flora-congo-checklist:taxon:f1955f58cd8ded2c69d02b06cd2dabc0,Multiple,native range,en
alien-flora-congo-checklist:taxon:f1955f58cd8ded2c69d02b06cd2dabc0,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:f308ff09d406706e7aee159a0d21607c,Asia,native range,en
alien-flora-congo-checklist:taxon:f308ff09d406706e7aee159a0d21607c,Shrub,life form,en
alien-flora-congo-checklist:taxon:f3ed3057738b3d0afcc0f7630d138b58,Africa,native range,en
alien-flora-congo-checklist:taxon:f3ed3057738b3d0afcc0f7630d138b58,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:f56a097f7fa0ec267ea8ef6cc2bbe19c,America,native range,en
alien-flora-congo-checklist:taxon:f56a097f7fa0ec267ea8ef6cc2bbe19c,Climber,life form,en
alien-flora-congo-checklist:taxon:f57ff74bb56103b567794a73a220c29e,America,native range,en
alien-flora-congo-checklist:taxon:f57ff74bb56103b567794a73a220c29e,Shrub,life form,en
alien-flora-congo-checklist:taxon:f58e9da11b7f1a0ab0cd1b8896f03c0d,America,native range,en
alien-flora-congo-checklist:taxon:f58e9da11b7f1a0ab0cd1b8896f03c0d,Climber,life form,en
alien-flora-congo-checklist:taxon:f5aa3dfc81ce3258a9b365c003ba1e6e,Europe,native range,en
alien-flora-congo-checklist:taxon:f5aa3dfc81ce3258a9b365c003ba1e6e,Annual herb,life form,en
alien-flora-congo-checklist:taxon:f5cbd63411b35a457f28cd18d9c318ab,America,native range,en
alien-flora-congo-checklist:taxon:f5cbd63411b35a457f28cd18d9c318ab,Climber,life form,en
alien-flora-congo-checklist:taxon:f5fcb520bed1aead4c515179a5c4e22b,America,native range,en
alien-flora-congo-checklist:taxon:f5fcb520bed1aead4c515179a5c4e22b,Annual herb,life form,en
alien-flora-congo-checklist:taxon:f6408c93ac948847ce2a17855570471f,America,native range,en
alien-flora-congo-checklist:taxon:f6408c93ac948847ce2a17855570471f,Shrub,life form,en
alien-flora-congo-checklist:taxon:f7510901b6f4980682d7674c6e1d9b84,America,native range,en
alien-flora-congo-checklist:taxon:f7510901b6f4980682d7674c6e1d9b84,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:f75a228fc3dc45af78a1372cd19a96eb,America,native range,en
alien-flora-congo-checklist:taxon:f75a228fc3dc45af78a1372cd19a96eb,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:f798867fc81c68b38e61e79743325d85,Africa,native range,en
alien-flora-congo-checklist:taxon:f798867fc81c68b38e61e79743325d85,Annual herb,life form,en
alien-flora-congo-checklist:taxon:f7efb07380987319d7c5496c38d67847,America,native range,en
alien-flora-congo-checklist:taxon:f7efb07380987319d7c5496c38d67847,Climber,life form,en
alien-flora-congo-checklist:taxon:f9be7840492525cd52e20fb1e40ccd1d,America,native range,en
alien-flora-congo-checklist:taxon:f9be7840492525cd52e20fb1e40ccd1d,Annual herb,life form,en
alien-flora-congo-checklist:taxon:f9ea8fed69bd7d2a7d46dfbbc126665c,America,native range,en
alien-flora-congo-checklist:taxon:f9ea8fed69bd7d2a7d46dfbbc126665c,Annual herb,life form,en
alien-flora-congo-checklist:taxon:fa517278847414a23b1f26f7bb4ef2b8,Asia,native range,en
alien-flora-congo-checklist:taxon:fa517278847414a23b1f26f7bb4ef2b8,Tree,life form,en
alien-flora-congo-checklist:taxon:fa83f4c732f7bea030243f502fd55445,America,native range,en
alien-flora-congo-checklist:taxon:fa83f4c732f7bea030243f502fd55445,Climber,life form,en
alien-flora-congo-checklist:taxon:fb7b7b517f5e5dbeee10e4e99ae7b62b,America,native range,en
alien-flora-congo-checklist:taxon:fb7b7b517f5e5dbeee10e4e99ae7b62b,Annual herb,life form,en
alien-flora-congo-checklist:taxon:fb944b1deba94660e334ff46495431fa,Africa,native range,en
alien-flora-congo-checklist:taxon:fb944b1deba94660e334ff46495431fa,Shrub,life form,en
alien-flora-congo-checklist:taxon:fba9ff7929978edf487f833be278ac36,America,native range,en
alien-flora-congo-checklist:taxon:fba9ff7929978edf487f833be278ac36,Annual herb,life form,en
alien-flora-congo-checklist:taxon:fc35b95880fb3588fd095f8b1e274f04,America,native range,en
alien-flora-congo-checklist:taxon:fc35b95880fb3588fd095f8b1e274f04,Tree,life form,en
alien-flora-congo-checklist:taxon:fcaf4f0cb61c7994bdc2238ad2354384,America,native range,en
alien-flora-congo-checklist:taxon:fcaf4f0cb61c7994bdc2238ad2354384,Annual herb,life form,en
alien-flora-congo-checklist:taxon:fd74f1819dd11949637272c6439f692f,America,native range,en
alien-flora-congo-checklist:taxon:fd74f1819dd11949637272c6439f692f,Climber,life form,en
alien-flora-congo-checklist:taxon:fd76c3c6df765c3a86190ebfb7ca4d78,Asia,native range,en
alien-flora-congo-checklist:taxon:fd76c3c6df765c3a86190ebfb7ca4d78,Annual herb,life form,en
alien-flora-congo-checklist:taxon:fdaf449e0de05951bd114e57b1ed5349,Asia,native range,en
alien-flora-congo-checklist:taxon:fdaf449e0de05951bd114e57b1ed5349,Annual herb,life form,en
alien-flora-congo-checklist:taxon:fde2aca64e6ca8f4e834b438700dadc3,Climber,life form,en
alien-flora-congo-checklist:taxon:fec5518ef6aa3a261707c393f3a95eaa,America,native range,en
alien-flora-congo-checklist:taxon:fec5518ef6aa3a261707c393f3a95eaa,Annual herb,life form,en
alien-flora-congo-checklist:taxon:fed43b7d24614b6a3719af9199e1326e,Asia,native range,en
alien-flora-congo-checklist:taxon:fed43b7d24614b6a3719af9199e1326e,Annual herb,life form,en
